"Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","OB_3m3","OB_3m2","OB_3m1","OB_12m1","OB_12m3","OB_29m3","OB_29m2","OB_29m1"
"Serpina3n",344.96172461014,-0.496974863584333,0.148106901294347,-3.35551455901873,0.000361369466363559,0.070867133564368,219.833555679291,238.716883811693,246.438311256478,288.646746925031,371.037495720493,475.942177982165,480.802201951673,438.276423554297
"Nlrc5",33.3762288713002,-1.25228820880774,0.373528190059663,-3.35259357160623,0.000365673121727639,0.0708674509908164,19.8460848877138,20.6887965970134,19.2386785739258,28.0503108297052,17.3211607338805,53.9401135046453,61.7246070073094,46.200078836208
"F830016B08Rik",21.8535200885279,-1.83968532476745,0.550174794810652,-3.34381971351594,0.000378890045426239,0.0725750664919353,18.3194629732743,19.8930736509744,21.0709336762044,16.2872772559579,1.82328007725058,34.9024263853587,23.823532529137,38.7081741600661
"C130026I21Rik",3.42145228700752,-5.75875072554927,1.74461974640146,-3.30086297454076,0.000450293254634415,0.0847294668585708,0,0,0,0,0,7.13913266973247,6.49732705340099,13.7351585729267
"Tap1",73.0541602700186,-0.890351096488446,0.269838774456119,-3.29956692948601,0.000452631159081784,0.0847294668585708,47.3252793476252,57.2920521148063,62.2966734774739,48.8618317678736,61.0798825878943,80.910170256968,118.034774803451,108.632617804057
"Rab7",2041.18966617546,0.357594454746502,0.108809590470062,3.28642404774873,0.000476987683879271,0.0873046457393692,1905.22414922052,2008.40471580238,1837.75186758548,2243.12001763998,2628.25823135671,1763.36576942392,1973.02164854943,1970.3709298253
"Cybb",56.0146355882558,-1.13389922330727,0.344941954190455,-3.28721748552861,0.000475483273305377,0.0873046457393692,22.8993287165928,55.7006062227283,47.6386326592447,34.3842519848,40.1121616995127,57.1130613578597,86.6310273786799,103.638014686629
"Slfn5",275.589976623439,-0.627299178919105,0.191476170407838,-3.2761213971586,0.000496929618005737,0.0889774086674838,268.685456941356,199.726459455783,204.296443904069,286.837049452147,175.034887416055,357.749870449927,362.767427148222,349.622218219952
"Zbp1",18.0110070953055,-1.80221207193208,0.549901427799352,-3.27733659311333,0.000494537670034267,0.0889774086674838,4.57986574331856,6.36578356831181,13.7419132670898,5.42909241865262,13.6746005793793,30.9362415688407,28.155083898071,41.2054757187801
"Plek",269.944473979787,-0.520007301743627,0.161360556590869,-3.22264196858288,0.000613535219203598,0.107518783680222,268.685456941356,256.22278862455,279.418903097493,246.118856312252,184.151287802308,311.742126578318,317.286137774415,295.930234707602
